iter	RMSE
585	1.047939664
586	1.043084156
587	1.041756414
588	1.037714974
589	1.034290938
590	1.031522309
591	1.027653399
592	1.024753285
593	1.023812537
594	1.022314263
595	1.020834577
596	1.017857229
597	1.015963771
598	1.015628915
599	1.011886438
600	1.008536077
601	1.006640238
602	1.005132553
603	1.00233447
604	0.9994104705
605	0.9948874204
606	0.9926876215
607	0.9901443652
608	0.989753153
609	0.9846238051
610	0.9842636016
611	0.9807758349
612	0.9761510174
613	0.9725824025
614	0.9712723559
615	0.968224421
616	0.9678643666
617	0.9648129886
618	0.9638066438
619	0.9615846085
620	0.9602663465
621	0.9569668285
622	0.9544179779
623	0.9518358487
624	0.9498092282
625	0.9472877197
626	0.9436534769
627	0.941510709
628	0.9398461974
629	0.9372040545
630	0.9358551949
631	0.9335397044
632	0.9308449737
633	0.9275593788
634	0.9238648083
635	0.9213132345
636	0.9174675815
637	0.9154778884
638	0.9137810084
639	0.9126731636
640	0.912212152
641	0.9100984072
642	0.9098160393
643	0.906085731
644	0.9042245732
645	0.901082453
646	0.8971737156
647	0.8946882093
648	0.8916016022
649	0.8901250283
650	0.8865634781
651	0.8836012386
652	0.8817587932
653	0.8797231401
654	0.8767684215
655	0.8764279579
656	0.8732637077
657	0.8723573136
658	0.8707996801
659	0.8688658595
660	0.8674032329
661	0.8659350345
662	0.8637220583
663	0.8619854055
664	0.86010952
665	0.8576654821
666	0.8555017928
667	0.8544530669
668	0.8526825714
669	0.8498274537
670	0.8465684513
671	0.8429809143
672	0.8412401148
673	0.8386046155
674	0.8359401554
675	0.8355162181
676	0.8342598696
677	0.8328473152
678	0.8306621543
679	0.8278582681
680	0.8267146835
681	0.8240066072
682	0.8207670626
683	0.8198166986
684	0.8190042645
685	0.8178176544
686	0.8168448624
687	0.8144686001
688	0.813825588
689	0.8120337258
690	0.8099784526
691	0.8072984179
692	0.8061427641
693	0.803555853
694	0.8009278498
695	0.7979263023
696	0.7960011879
697	0.7951645435
698	0.792208295
699	0.7907948214
700	0.7881457978
701	0.7871741603
702	0.785159096
703	0.7837453931
704	0.780713349
705	0.7804660761
706	0.7799640125
707	0.7775763003
708	0.7756427744
709	0.7722631668
710	0.7704405161
711	0.7695133901
712	0.7679042174
713	0.7647998765
714	0.7621426895
715	0.7606836063
716	0.7589865278
717	0.7579257782
718	0.7577132706
719	0.7565140695
720	0.7545923353
721	0.7531680981
722	0.7521948363
723	0.7509099704
724	0.7485158067
725	0.7462573863
726	0.7447158132
727	0.7419706932
728	0.7399611235
729	0.7375291327
730	0.7354049508
731	0.7330159893
732	0.7316909924
733	0.7310155571
734	0.7284946236
735	0.7265935068
736	0.7244389405
737	0.7235136551
738	0.721687619
739	0.7205127825
740	0.7183697797
741	0.7167777298
742	0.7144286282
743	0.7122216965
744	0.7093148836
745	0.7081590717
746	0.7063747001
747	0.7048027769
748	0.7034752593
749	0.7021351329
750	0.7010031343
751	0.6989602938
752	0.6962641492
753	0.6929905094
754	0.6909844871
755	0.6881185931
756	0.6865502682
757	0.6843685118
758	0.6829492742
759	0.6822163727
760	0.6808200934
761	0.6796825416
762	0.6786092641
763	0.67712454
764	0.675189332
765	0.6743262249
766	0.6722842099
767	0.6700987518
768	0.6683172689
769	0.6666182003
770	0.6644853475
771	0.6630308137
772	0.6614717125
773	0.6598705065
774	0.6591586449
775	0.6572860501
776	0.6553893646
777	0.6537677494
778	0.6526370588
779	0.6521055329
780	0.6504308366
781	0.6490177725
782	0.646762252
783	0.645124427
784	0.6444711164
785	0.6427093896
786	0.6412589484
787	0.6396078176
788	0.6384921374
789	0.6361653356
790	0.6336936946
791	0.6328241021
792	0.6317326796
793	0.6306399606
794	0.6277016167
795	0.6253837578
796	0.6250208489
797	0.6225754543
798	0.6202323216
799	0.6188246381
800	0.6171566033
801	0.6157250828
802	0.6151694289
803	0.6139915635
804	0.6137732184
805	0.6127574036
806	0.6113135607
807	0.6086984435
808	0.6076233615
809	0.6067741672
810	0.6056304684
811	0.6048350027
812	0.6035570356
813	0.602412453
814	0.6010895964
815	0.5986495046
816	0.5968254023
817	0.5946352466
818	0.5938539077
819	0.5922949614
820	0.5902604717
821	0.5893592831
822	0.5885806601
823	0.5865405678
824	0.5853550559
825	0.5833154862
826	0.5819258093
827	0.5810346535
828	0.5797925903
829	0.5777919838
830	0.5758873711
831	0.5749304905
832	0.5741986595
833	0.5729970428
834	0.57241627
835	0.5717240585
836	0.5705133132
837	0.5685232569
838	0.5662920292
839	0.565211091
840	0.5630460584
841	0.5622181737
842	0.560787531
843	0.5603797256
844	0.558458072
845	0.557702841
846	0.5556568846
847	0.5547297088
848	0.5536953436
849	0.5528026183
850	0.5515085214
851	0.5498693604
852	0.548102458
853	0.5467419081
854	0.5449407111
855	0.5437653558
856	0.5426261678
857	0.5402819691
858	0.5392644192
859	0.5389235268
860	0.537496511
861	0.5358333659
862	0.534685308
863	0.5342385826
864	0.5329857336
865	0.5318985917
866	0.5303457519
867	0.5296429214
868	0.5283189869
869	0.5270924497
870	0.5255783379
871	0.5241227009
872	0.5228842179
873	0.5214434963
874	0.520347063
875	0.5197946573
876	0.5177247696
877	0.516406518
878	0.5156130657
879	0.5135320239
880	0.5114326429
881	0.509427371
882	0.5076046876
883	0.5058879634
884	0.5042143465
885	0.5020983459
886	0.5009570525
887	0.5001751246
888	0.4987514012
889	0.497929221
890	0.4970902572
891	0.4958410078
892	0.4948222539
893	0.4935458103
894	0.4929889373
895	0.4922936361
896	0.4917863152
897	0.4900751376
898	0.4893800701
899	0.4875533245
900	0.4869045863
901	0.4862953709
902	0.4850412801
903	0.4844475958
904	0.4837075586
905	0.4823159408
906	0.4814038248
907	0.4801766185
908	0.4788559518
909	0.4783758357
910	0.4779737109
911	0.4763187717
912	0.475224725
913	0.4747719671
914	0.4735873555
915	0.472845415
916	0.4719004145
917	0.4708819165
918	0.4700983625
919	0.4696569914
920	0.4680565308
921	0.4670941999
922	0.4648840622
923	0.4638734674
924	0.4634615793
925	0.4622629966
926	0.4614300656
927	0.4603055806
928	0.459074537
929	0.4575364965
930	0.4565340542
931	0.4554691934
932	0.4551169015
933	0.4541782238
934	0.4530913505
935	0.4524385188
936	0.4512251582
937	0.4503558804
938	0.4494926643
939	0.4481209318
940	0.4468025959
941	0.4452079578
942	0.4444218513
943	0.4427414564
944	0.440632644
945	0.4397128427
946	0.4378742574
947	0.4362795504
948	0.4357757883
949	0.4352729264
950	0.4339883306
951	0.4330598626
952	0.4328933161
953	0.4322669614
954	0.4316771734
955	0.4310494412
956	0.4292440211
957	0.4285537671
958	0.4280620102
959	0.4257887667
960	0.4244129894
961	0.4231979908
962	0.4225680006
963	0.4208022589
964	0.4193927197
965	0.4192866615
966	0.4187792435
967	0.4173327618
968	0.4169437039
969	0.4155898224
970	0.4145398711
971	0.4139802847
972	0.4130867171
973	0.4125275561
974	0.4118334626
975	0.4105790608
976	0.4103582936
977	0.4092874557
978	0.4085552808
979	0.4076344485
980	0.4060797446
981	0.4054767815
982	0.4050598499
983	0.4036406858
984	0.4028790273
985	0.4021652479
986	0.4012693419
987	0.3996291713
988	0.398720579
989	0.3985101584
990	0.3981037994
991	0.3967309611
992	0.3954722413
993	0.3944602099
994	0.3937937537
995	0.3923414897
996	0.3909289943
997	0.3905507558
998	0.3898649625
999	0.3887207956
